customer;state;gender;education;customer_lifetime_value;income;monthly_premium_auto;policy_type;vehicle_class;total_claim_amount;number_of_open_complaints
EA27048;California;F;High School or Below;864650;64125;108;Personal Auto;SUV;369;0
UT38865;Oregon;F;College;742587;58042;62;Corporate Auto;Four-Door Car;161;0
QC89139;Oregon;F;High School or Below;452873;90034;112;Corporate Auto;SUV;537;0
LA14484;Nevada;M;High School or Below;222707;27972;61;Special Auto;Four-Door Car;292;0
HN57556;California;F;High School or Below;729294;0;65;Personal Auto;Four-Door Car;312;0
CV31235;Arizona;M;Bachelor;318435;50989;80;Corporate Auto;Four-Door Car;255;0
WR45726;Arizona;F;Bachelor;1131520;11885;101;Special Auto;Four-Door Car;484;0
LB25094;California;F;Bachelor;253070;89451;63;Special Auto;Four-Door Car;61;0
KW56110;Oregon;M;Bachelor;1836155;0;182;Personal Auto;Luxury;1310;0
XO36233;Washington;M;Bachelor;864153;78904;109;Personal Auto;SUV;250;0
ZX86243;Arizona;M;Doctor;327853;70247;83;Personal Auto;Four-Door Car;141;1
DW29763;Arizona;M;High School or Below;527198;32653;67;Personal Auto;Two-Door Car;321;0
CT83377;Washington;M;High School or Below;376363;93595;97;Special Auto;Four-Door Car;49;4
OQ90898;California;M;Master;1395556;90279;115;Personal Auto;SUV;372;0
GO77248;Oregon;F;College;500152;0;72;Personal Auto;Four-Door Car;542;0
QW33258;California;M;Bachelor;708283;53310;189;Personal Auto;Luxury;1360;3
OU79745;California;M;College;761948;0;105;Personal Auto;Four-Door Car;504;0
VZ79886;Oregon;F;Bachelor;1255088;22234;160;Personal Auto;SUV;768;0
FI92440;Washington;F;High School or Below;3219660;91375;99;Personal Auto;Two-Door Car;72;0
YG85980;Nevada;F;High School or Below;679377;22250;86;Personal Auto;Two-Door Car;720;0
QM74621;Oregon;M;Bachelor;527231;0;80;Personal Auto;Four-Door Car;576;0
EI71732;Oregon;F;Doctor;626534;0;84;Personal Auto;Four-Door Car;481;1
VN79010;California;F;High School or Below;854758;51179;71;Corporate Auto;Four-Door Car;466;0
FI61723;California;M;Bachelor;278742;38667;72;Personal Auto;Four-Door Car;159;0
OH55411;California;F;Master;462680;79487;114;Corporate Auto;SUV;547;0
TF10720;Nevada;F;Doctor;866336;67763;107;Personal Auto;Four-Door Car;41;2
NW30838;Nevada;M;High School or Below;387222;0;62;Corporate Auto;Four-Door Car;503;2
CB58476;Oregon;F;College;517081;0;71;Corporate Auto;Four-Door Car;859;0
WI69346;California;F;Master;896028;71943;112;Corporate Auto;SUV;305;0
FS76657;Oregon;F;College;547183;53526;68;Personal Auto;Four-Door Car;278;0
YX89016;Oregon;M;College;3493100;35005;295;Personal Auto;Luxury;1416;0
PK28821;California;M;College;262039;24721;67;Personal Auto;Four-Door Car;139;0
MB51200;Washington;M;College;1906949;0;102;Personal Auto;Four-Door Car;734;2
XG44587;Arizona;M;Master;575744;88997;72;Personal Auto;Four-Door Car;174;0
FG91922;Arizona;M;Master;4022401;48587;111;Personal Auto;SUV;532;0
OM99303;Arizona;F;High School or Below;270148;76310;67;Personal Auto;Two-Door Car;321;0
RV67546;California;M;Bachelor;371243;73205;92;Personal Auto;Four-Door Car;37;0
UJ79253;Oregon;F;College;2185084;51056;78;Personal Auto;Four-Door Car;95;0
PN98247;California;M;College;784016;58414;210;Personal Auto;Luxury;1008;2
IB67546;California;F;Bachelor;823703;23940;107;Personal Auto;SUV;513;0
OE19087;California;F;High School or Below;224347;0;62;Personal Auto;Four-Door Car;446;0
CM95716;California;M;Bachelor;843446;44216;71;Personal Auto;Four-Door Car;72;0
MW62634;California;M;High School or Below;222707;27972;61;Corporate Auto;Four-Door Car;292;0
QW67581;Arizona;F;High School or Below;517002;0;69;Personal Auto;Four-Door Car;331;0
SN16059;California;F;Master;264144;29305;66;Personal Auto;Four-Door Car;475;0
OE51254;California;F;College;279068;53882;69;Personal Auto;Four-Door Car;331;0
RM42344;Oregon;M;College;274512;91757;69;Personal Auto;Four-Door Car;331;1
GB35238;California;F;Bachelor;757953;33906;64;Personal Auto;Two-Door Car;401;0
ML82674;Oregon;M;Bachelor;1097878;68158;139;Personal Auto;SUV;253;1
EI85244;California;M;College;825506;0;134;Personal Auto;SUV;643;3
DE28132;Oregon;M;College;474773;42165;123;Corporate Auto;SUV;799;0
TV25678;Washington;M;College;354090;0;101;Personal Auto;SUV;727;0
TY26512;California;M;Doctor;343613;30817;88;Personal Auto;Four-Door Car;91;0
OB69153;California;M;Bachelor;258218;68074;65;Personal Auto;Four-Door Car;27;0
QZ77637;Washington;F;College;1166509;84978;35353;Corporate Auto;Four-Door Car;166;1
XN41715;California;F;Master;739628;71135;92;Personal Auto;Four-Door Car;270;1
QR15857;California;F;College;433079;0;61;Personal Auto;Two-Door Car;292;0
FL69363;Oregon;M;Master;907576;37722;116;Personal Auto;Luxury;158;0
IS30295;Arizona;F;Bachelor;1463545;0;139;Personal Auto;SUV;667;0
WA25797;Washington;M;High School or Below;856476;95697;107;Personal Auto;Luxury;178;0
NL59519;California;F;College;1156568;64642;96;Personal Auto;Four-Door Car;404;0
ZU93025;Oregon;F;College;277104;50071;71;Personal Auto;Two-Door Car;18;0
DK94262;Oregon;M;High School or Below;850712;46754;106;Personal Auto;SUV;513;1
UQ30615;California;M;College;758211;64801;64;Corporate Auto;Four-Door Car;268;0
OR40060;Arizona;M;Bachelor;332309;70410;83;Personal Auto;Four-Door Car;131;0
DK32872;Nevada;F;High School or Below;523433;66957;131;Personal Auto;SUV;628;1
FA46418;Nevada;F;High School or Below;2470959;24213;78;Personal Auto;Four-Door Car;374;1
ER19995;Washington;F;College;1778627;99790;6464;Personal Auto;Four-Door Car;178;0
KI75855;Oregon;M;Master;255122;79751;63;Personal Auto;Two-Door Car;392;0
ND41876;Arizona;M;High School or Below;724771;86122;182;Personal Auto;Luxury;873;1
PN21042;Arizona;M;Bachelor;453884;82297;116;Personal Auto;Luxury;0;0
GJ43254;Washington;M;College;3164210;89057;98;Corporate Auto;Two-Door Car;187;0
AL46984;California;M;High School or Below;873042;43259;73;Personal Auto;Four-Door Car;350;0
JP58047;Oregon;M;College;833273;0;79;Personal Auto;Four-Door Car;379;0
ZE85014;California;M;College;235774;25064;62;Personal Auto;Four-Door Car;297;0
KU88219;Arizona;M;Master;463716;25816;119;Personal Auto;Luxury;571;0
UU98729;California;M;Bachelor;535719;0;73;Personal Auto;Four-Door Car;350;0
WS82822;Oregon;F;College;539197;41662;69;Corporate Auto;Four-Door Car;217;0
YB49933;Arizona;M;Bachelor;369414;96170;92;Personal Auto;Four-Door Car;441;0
XC16387;Arizona;F;High School or Below;504041;46072;64;Personal Auto;Four-Door Car;25;0
XJ96748;Arizona;F;High School or Below;2749542;37931;99;Personal Auto;Four-Door Car;475;0
TM98684;Oregon;M;High School or Below;484228;35127;62;Personal Auto;Four-Door Car;297;0
AY18433;Washington;F;High School or Below;2738281;45473;76;Special Auto;Two-Door Car;188;0
DM74502;Nevada;F;College;522710;93087;131;Corporate Auto;Luxury;628;3
FT56968;Arizona;M;High School or Below;259009;22398;67;Personal Auto;Four-Door Car;321;2
OX36896;California;M;High School or Below;1053607;92983;87;Corporate Auto;Four-Door Car;153;1
BZ65376;Arizona;M;Bachelor;858127;27689;239;Personal Auto;Luxury;2893;2
LN34660;California;F;College;946311;69654;118;Corporate Auto;SUV;629;0
JC29295;California;F;Bachelor;1344100;80744;111;Personal Auto;SUV;361;0
KJ87930;California;F;Bachelor;388650;0;112;Corporate Auto;SUV;1185;0
XT36360;Arizona;F;High School or Below;678489;0;64;Personal Auto;Four-Door Car;460;1
IX35050;Arizona;M;Bachelor;2359468;76358;66;Special Auto;Four-Door Car;86;0
UN97379;Oregon;M;Bachelor;253862;18608;71;Corporate Auto;Four-Door Car;340;0
MR57294;California;M;High School or Below;563994;73168;70;Personal Auto;Four-Door Car;425;0
UG79499;Washington;M;Bachelor;1168137;70930;99;Personal Auto;Four-Door Car;190;0
UA50747;Washington;F;High School or Below;2599775;62262;72;Corporate Auto;Four-Door Car;193;0
GL20444;Nevada;F;Master;1377836;91474;113;Corporate Auto;Two-Door Car;24;0
SP58110;California;F;Bachelor;492318;61469;63;Personal Auto;Four-Door Car;302;5
XM91635;Arizona;F;High School or Below;227233;16618;62;Special Auto;Four-Door Car;219;0
TV82603;California;F;Bachelor;1489539;48081;188;Personal Auto;Luxury;881;0
BB82067;Oregon;M;Doctor;975604;67632;121;Personal Auto;Luxury;26;0
JP94676;Oregon;F;Bachelor;942297;34115;119;Personal Auto;SUV;466;0
VU53417;Arizona;M;High School or Below;383735;23051;99;Personal Auto;Two-Door Car;475;0
IW54795;California;M;College;1095213;23748;99;Personal Auto;Four-Door Car;607;0
RN78170;Arizona;F;College;815913;40589;69;Corporate Auto;Four-Door Car;331;0
IX55883;California;F;College;1948049;50809;83;Personal Auto;Four-Door Car;290;0
XM72420;Arizona;F;High School or Below;391936;66676;97;Personal Auto;Four-Door Car;558;0
GC15104;Nevada;F;Bachelor;798514;52339;70;Corporate Auto;Four-Door Car;336;3
RX13282;Oregon;M;Bachelor;1216874;14973;115;Personal Auto;SUV;828;0
QA85890;Arizona;F;High School or Below;584932;0;83;Corporate Auto;Four-Door Car;540;0
IR62668;Arizona;F;Bachelor;508583;31546;65;Personal Auto;Four-Door Car;100;0
AL96740;California;F;College;290393;67763;73;Personal Auto;Four-Door Car;59;1
SS48498;Washington;F;College;627317;20836;79;Corporate Auto;Four-Door Car;193;0
PE39479;Washington;M;College;1832141;88592;76;Corporate Auto;Four-Door Car;199;0
JH62891;Oregon;F;College;517870;66943;65;Special Auto;Four-Door Car;53;1
FI20423;Arizona;F;High School or Below;1402435;81872;115;Special Auto;Four-Door Car;256;0
PM13394;Washington;F;College;530943;22404;70;Personal Auto;Four-Door Car;211;1
YV67971;California;F;High School or Below;494980;21342;62;Personal Auto;Four-Door Car;74;0
QD31377;California;M;Bachelor;859566;34621;108;Corporate Auto;SUV;621;1
YG10247;Oregon;M;College;2295189;62396;64;Personal Auto;Four-Door Car;307;0
FE73696;Oregon;M;High School or Below;379213;97212;93;Personal Auto;Two-Door Car;360;0
SW19699;Arizona;F;Bachelor;275574;49648;70;Personal Auto;Four-Door Car;65;0
QJ40732;Arizona;M;College;488033;97984;61;Personal Auto;Four-Door Car;407;1
HM76207;California;F;College;905190;26308;114;Corporate Auto;SUV;547;0
NT59303;Oregon;F;College;1011544;63528;256;Personal Auto;Luxury;1228;0
PU41393;Nevada;M;College;826907;20225;114;Special Auto;SUV;547;1
QO86948;Nevada;M;High School or Below;807165;0;112;Personal Auto;SUV;806;0
QN10888;Oregon;F;High School or Below;772699;87620;64;Personal Auto;Four-Door Car;24;0
VY19543;California;F;Bachelor;831113;0;72;Corporate Auto;Four-Door Car;311;0
XC15133;Nevada;F;Master;257402;34990;65;Personal Auto;Four-Door Car;42;0
ST43550;Oregon;M;Bachelor;572732;99934;71;Special Auto;Four-Door Car;460;0
FX36546;Washington;M;Master;367914;60804;92;Personal Auto;Four-Door Car;213;0
JX68983;Oregon;M;Bachelor;274451;94648;69;Personal Auto;Four-Door Car;331;0
HX78576;California;F;High School or Below;563674;24516;71;Personal Auto;Four-Door Car;300;0
ZQ11381;Arizona;M;Bachelor;1687038;61063;85;Personal Auto;Four-Door Car;262;0
ON39271;California;M;Master;273800;0;74;Personal Auto;Two-Door Car;263;0
SB18278;Oregon;M;Bachelor;464470;0;64;Corporate Auto;Four-Door Car;307;0
ZT30559;California;F;High School or Below;474668;15169;63;Personal Auto;Four-Door Car;302;0
XI41106;Arizona;M;College;1687432;55390;71;Corporate Auto;Two-Door Car;256;0
ZS88847;Oregon;F;Bachelor;238760;27592;62;Personal Auto;Four-Door Car;297;0
RU49126;Washington;F;College;446533;61846;112;Personal Auto;SUV;215;0
KR62797;Arizona;F;High School or Below;459162;83297;113;Personal Auto;SUV;542;0
ZJ73220;Arizona;F;College;1309258;0;188;Special Auto;Luxury;1353;0
FY62633;Oregon;M;Bachelor;911226;0;90;Personal Auto;Four-Door Car;432;0
CU36986;California;F;High School or Below;416516;55897;104;Personal Auto;Four-Door Car;499;0
WZ53904;Arizona;M;Bachelor;265998;21297;71;Personal Auto;Four-Door Car;45;0
AA71604;Arizona;F;Master;1198659;87560;98;Personal Auto;Two-Door Car;470;1
TD10493;Oregon;F;High School or Below;289873;0;96;Personal Auto;Four-Door Car;691;4
LY97989;Oregon;F;Bachelor;289424;0;85;Personal Auto;Four-Door Car;408;0
VX39856;Arizona;F;Doctor;350045;89398;86;Personal Auto;Four-Door Car;82;0
TP51897;California;F;College;262180;36843;68;Corporate Auto;Four-Door Car;357;3
QQ89253;Oregon;F;College;1022180;0;134;Personal Auto;SUV;643;0
EI91403;California;M;High School or Below;257827;34946;65;Personal Auto;Two-Door Car;420;0
QG15435;Arizona;F;College;624259;75680;78;Personal Auto;Four-Door Car;136;0
FZ55002;Nevada;F;Doctor;522028;0;69;Personal Auto;Four-Door Car;331;0
HX77930;Washington;F;College;313643;49532;79;Personal Auto;Four-Door Car;220;1
UN37063;Arizona;M;Bachelor;452536;10269;65;Personal Auto;Two-Door Car;170;0
VB87946;California;M;College;497035;49714;63;Personal Auto;Four-Door Car;266;3
AB60627;California;M;High School or Below;1546778;77517;129;Corporate Auto;SUV;98;0
TA34903;Oregon;M;High School or Below;583889;81082;73;Personal Auto;Four-Door Car;281;0
AQ51368;Oregon;F;Bachelor;1065688;72540;88;Corporate Auto;Two-Door Car;631;0
NZ26102;Oregon;F;High School or Below;228961;0;65;Personal Auto;Four-Door Car;468;0
GB45753;California;M;High School or Below;543980;61546;68;Corporate Auto;Two-Door Car;29;0
BV79904;California;F;Master;795615;44818;67;Personal Auto;Two-Door Car;136;1
OB49075;Arizona;M;Bachelor;445811;17622;65;Personal Auto;Four-Door Car;312;1
DS97676;Oregon;F;College;255505;0;72;Personal Auto;Four-Door Car;518;0
JO63462;California;M;Bachelor;330799;79797;84;Corporate Auto;Two-Door Car;31;0
NJ10602;Washington;F;College;845905;92717;70;Personal Auto;Two-Door Car;224;0
RS24501;Oregon;F;College;1335012;28919;173;Personal Auto;SUV;830;0
VT78274;Arizona;M;College;493122;0;68;Personal Auto;Four-Door Car;480;0
SU56153;Nevada;M;Bachelor;777683;63568;65;Corporate Auto;Two-Door Car;390;0
MN20737;Nevada;F;College;255367;73935;64;Corporate Auto;Four-Door Car;72;1
KL43114;Arizona;F;High School or Below;487646;0;66;Corporate Auto;Two-Door Car;316;0
YQ15567;Oregon;F;Bachelor;903430;18846;115;Personal Auto;SUV;552;0
TR88637;Arizona;F;High School or Below;810591;38893;103;Personal Auto;SUV;41;0
TC88986;Oregon;M;High School or Below;561968;0;153;Special Auto;SUV;1027;0
XX88577;California;M;Bachelor;1572713;84824;196;Corporate Auto;SUV;319;0
NE49052;California;F;High School or Below;661801;20068;86;Corporate Auto;Four-Door Car;411;0
KX17826;Oregon;M;Doctor;467004;0;125;Corporate Auto;SUV;600;0
CC91503;Arizona;F;High School or Below;1016936;0;135;Personal Auto;Luxury;648;0
WH32183;California;M;Bachelor;832307;97245;70;Personal Auto;Four-Door Car;4;0
ES90681;California;F;College;241776;51808;61;Personal Auto;Four-Door Car;351;1
DW96592;California;M;Bachelor;804487;71391;67;Personal Auto;Four-Door Car;284;0
MT23134;Oregon;M;High School or Below;532572;0;73;Personal Auto;Two-Door Car;496;0
BM69081;Arizona;M;Bachelor;694752;0;100;Personal Auto;SUV;925;0
MB90871;Oregon;F;College;584741;23496;77;Special Auto;Four-Door Car;13;0
QL77686;Nevada;F;College;472478;23986;119;Corporate Auto;SUV;463;0
ON77827;Arizona;F;Master;279022;22974;71;Personal Auto;Four-Door Car;180;0
KP18988;Oregon;F;High School or Below;2153133;0;101;Personal Auto;Four-Door Car;484;0
TI92884;Arizona;M;Bachelor;1262283;61844;106;Personal Auto;Luxury;508;0
JH73503;Arizona;M;Doctor;2017196;24804;73;Personal Auto;Two-Door Car;350;0
YE97964;California;F;Bachelor;1646436;27760;104;Personal Auto;SUV;302;0
VA30351;Oregon;F;High School or Below;559538;74454;71;Personal Auto;Four-Door Car;340;0
PV55726;Oregon;F;Master;417068;29462;107;Personal Auto;SUV;513;1
UC88305;Arizona;F;College;266544;52266;68;Corporate Auto;Two-Door Car;141;0
TS53809;Oregon;M;Bachelor;709891;0;70;Personal Auto;Two-Door Car;349;0
ZV32120;California;M;Doctor;397134;23599;103;Corporate Auto;SUV;494;0
FB80807;Oregon;M;Bachelor;552821;36088;72;Personal Auto;Four-Door Car;345;0
AS55677;California;F;High School or Below;833899;70534;104;Personal Auto;Four-Door Car;54;0
WA15684;Oregon;M;College;3844585;27398;125;Personal Auto;SUV;600;1
SA50567;Nevada;M;Bachelor;544855;85296;68;Personal Auto;Four-Door Car;342;0
KJ31611;Arizona;M;High School or Below;1080806;31063;92;Personal Auto;Four-Door Car;441;0
VL37375;California;M;Bachelor;618509;0;92;Personal Auto;Two-Door Car;1027;0
KN21017;Nevada;M;High School or Below;320822;52367;81;Personal Auto;Four-Door Car;275;0
PX44289;Arizona;M;College;548010;58651;71;Personal Auto;Four-Door Car;472;0
AM97901;Nevada;F;College;2298615;84831;192;Special Auto;Luxury;1336;0
RE42925;Oregon;M;Bachelor;1310792;49088;114;Corporate Auto;SUV;547;1
TR81766;California;F;College;746292;70263;93;Corporate Auto;Two-Door Car;7;0
CH85057;Oregon;F;Doctor;1146399;45354;285;Personal Auto;Luxury;540;0
UP71482;Arizona;M;High School or Below;723613;0;63;Personal Auto;Four-Door Car;383;0
EG40670;California;F;Bachelor;623268;28334;83;Special Auto;Four-Door Car;537;0
HV83672;Oregon;F;Bachelor;2839332;38772;90;Personal Auto;Four-Door Car;321;0
MG10140;Oregon;F;College;374675;41479;94;Personal Auto;Two-Door Car;19;1
TC44716;California;M;Bachelor;2156933;23909;119;Personal Auto;SUV;571;0
QO65264;California;M;College;501208;48328;63;Personal Auto;Two-Door Car;108;0
EB66698;California;M;High School or Below;337185;86689;85;Corporate Auto;Two-Door Car;408;0
OT52034;California;M;Bachelor;386477;24204;99;Personal Auto;Four-Door Car;707;1
CH85444;Oregon;M;College;414571;25943;110;Corporate Auto;Two-Door Car;1067;0
PU85769;California;M;High School or Below;515607;0;73;Personal Auto;Four-Door Car;807;0
UI73201;California;M;College;366737;62375;92;Personal Auto;Two-Door Car;618;0
SL50592;California;F;High School or Below;783568;0;71;Corporate Auto;Four-Door Car;404;0
XP11075;Arizona;M;Bachelor;1456726;0;148;Personal Auto;SUV;710;0
SI31236;Oregon;M;Bachelor;1017133;70200;65;Corporate Auto;Four-Door Car;312;0
JN26745;Nevada;F;Bachelor;413577;0;112;Special Auto;Four-Door Car;707;0
VK48036;Oregon;F;College;551149;79027;70;Corporate Auto;Four-Door Car;336;0
JX76668;Washington;F;High School or Below;1131424;62935;141;Personal Auto;Luxury;232;0
DS45802;California;F;High School or Below;541461;26893;68;Personal Auto;Four-Door Car;68;0
OA96690;Oregon;F;High School or Below;742159;47406;94;Personal Auto;Four-Door Car;287;1
EM27919;California;M;Bachelor;445811;17622;65;Personal Auto;Four-Door Car;312;1
QO41043;Oregon;F;College;1447612;27572;124;Corporate Auto;SUV;595;0
OV50124;Oregon;F;College;493688;0;72;Personal Auto;Two-Door Car;391;2
PR31642;Oregon;F;Bachelor;452527;32802;114;Personal Auto;SUV;547;0
BU41599;Washington;F;Master;558176;62739;70;Personal Auto;Two-Door Car;239;0
TK30357;California;F;Bachelor;1413434;90844;118;Personal Auto;SUV;232;0
NF31087;Nevada;F;High School or Below;2472318;44685;69;Personal Auto;Four-Door Car;331;0
NH16984;California;F;Bachelor;283806;0;80;Personal Auto;Four-Door Car;336;0
OS75493;California;F;High School or Below;384848;42589;98;Corporate Auto;Four-Door Car;470;0
VT63298;Oregon;M;Bachelor;1950447;0;72;Personal Auto;Four-Door Car;345;0
QS75550;Washington;F;Bachelor;248004;93383;62;Corporate Auto;Two-Door Car;244;0
SZ16483;Arizona;F;High School or Below;436137;79583;109;Personal Auto;Four-Door Car;523;2
VM92311;Arizona;F;High School or Below;252907;89129;64;Personal Auto;Four-Door Car;328;0
NJ46849;Arizona;M;College;250444;0;69;Personal Auto;Four-Door Car;496;0
WZ31900;Oregon;F;Bachelor;864970;94389;107;Corporate Auto;SUV;85;0
RG30482;Oregon;F;College;1366835;0;197;Personal Auto;SUV;1418;0
ZM86949;Oregon;F;High School or Below;2063508;84106;64;Personal Auto;Two-Door Car;334;0
QQ39596;Arizona;F;College;251753;0;69;Personal Auto;Four-Door Car;42;0
FH51383;California;F;High School or Below;532667;76717;66;Personal Auto;Two-Door Car;300;0
BJ53923;Arizona;M;High School or Below;260027;51978;66;Corporate Auto;Four-Door Car;144;0
CZ96653;Oregon;F;Bachelor;853479;47325;107;Personal Auto;SUV;64;0
FB23788;Oregon;M;High School or Below;882883;86721;111;Corporate Auto;SUV;532;0
NT43594;Nevada;F;Bachelor;224844;24910;63;Personal Auto;Four-Door Car;347;1
RJ85627;Washington;F;Bachelor;1230276;43817;62;Personal Auto;Four-Door Car;245;1
KJ86296;Oregon;M;High School or Below;455659;0;73;Personal Auto;Four-Door Car;525;2
PI47776;Oregon;F;Bachelor;253070;89451;63;Corporate Auto;Four-Door Car;61;0
MD73554;California;M;College;525198;59537;66;Personal Auto;Two-Door Car;316;0
UX92071;Oregon;M;High School or Below;674311;0;199;Personal Auto;Luxury;955;0
YG44474;Oregon;M;College;1401472;54193;117;Corporate Auto;SUV;720;0
UH45301;Oregon;M;College;943891;86946;118;Personal Auto;Four-Door Car;340;0
RY92647;California;F;Bachelor;1050677;0;92;Personal Auto;Four-Door Car;546;0
IK12620;Arizona;F;High School or Below;421391;12160;109;Personal Auto;Four-Door Car;489;0
GQ66762;California;M;College;477368;33701;63;Personal Auto;Four-Door Car;171;0
YT69858;Washington;F;Bachelor;544142;85702;67;Personal Auto;Two-Door Car;249;0
XD85577;California;M;Bachelor;284226;69417;73;Personal Auto;Four-Door Car;30;1
TM65736;Oregon;M;Master;305955;38644;78;Personal Auto;Four-Door Car;361;1
VJ51327;California;F;High School or Below;2031499;63209;102;Personal Auto;SUV;207;2
GS98873;Arizona;F;Bachelor;323912;16061;88;Personal Auto;Four-Door Car;633;0
CW49887;California;F;Master;462680;79487;114;Special Auto;SUV;547;0
MY31220;California;F;College;899704;54230;112;Personal Auto;Two-Door Car;537;0
